                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                 1.3736,                0.93959,                0.91421,                0.55662,                0.38361,                0.41837,                0.25068,                 1.2864,                0.87963,                0.89683,               0.004984,               0.004984,               0.004984
                    155,                  1.363,                 0.9416,                0.90818,                0.57238,                0.36942,                0.41343,                0.24698,                 1.2814,                0.87914,                0.89694,               0.004951,               0.004951,               0.004951
                    156,                  1.371,                0.93903,                0.91182,                0.57067,                0.38606,                0.42451,                0.25464,                 1.2727,                0.86873,                0.89493,               0.004918,               0.004918,               0.004918
                    157,                 1.3564,                 0.9327,                0.91441,                0.54163,                0.39114,                0.41952,                0.25027,                  1.289,                0.88947,                0.89913,               0.004885,               0.004885,               0.004885
                    158,                 1.3758,                0.94523,                0.91465,                0.54213,                0.38032,                0.40941,                0.24533,                 1.2964,                0.89194,                0.89788,               0.004852,               0.004852,               0.004852
                    159,                 1.3793,                0.94521,                0.91532,                0.54378,                0.37667,                0.40596,                0.24136,                 1.3059,                0.90364,                0.89967,               0.004819,               0.004819,               0.004819
                    160,                 1.3603,                0.93527,                 0.9129,                0.53436,                0.37446,                0.40587,                 0.2426,                 1.2974,                0.90101,                0.89997,               0.004786,               0.004786,               0.004786
                    161,                  1.356,                0.92974,                0.91064,                0.55088,                0.38522,                0.41845,                  0.251,                 1.2707,                0.89004,                0.89724,               0.004753,               0.004753,               0.004753
                    162,                 1.3834,                0.93772,                0.90818,                0.53732,                 0.3828,                0.41552,                0.24644,                 1.2966,                0.87714,                0.89934,                0.00472,                0.00472,                0.00472
                    163,                 1.3694,                0.94596,                0.91722,                0.53351,                 0.3792,                0.40995,                0.24227,                 1.3195,                 0.8932,                0.90286,               0.004687,               0.004687,               0.004687
                    164,                 1.3877,                0.94973,                0.91509,                0.53816,                0.38424,                 0.4171,                0.24688,                 1.3131,                0.89409,                0.90039,               0.004654,               0.004654,               0.004654
                    165,                 1.3723,                0.94081,                0.91412,                0.56234,                0.39321,                0.42678,                0.25383,                 1.2873,                0.86947,                0.89577,               0.004621,               0.004621,               0.004621
                    166,                  1.368,                0.94558,                 0.9099,                  0.552,                0.37142,                0.41001,                0.24188,                 1.3148,                0.88465,                0.89995,               0.004588,               0.004588,               0.004588
                    167,                   1.38,                0.93287,                0.91214,                0.54926,                0.38408,                0.41776,                0.25131,                 1.2875,                0.87878,                0.89701,               0.004555,               0.004555,               0.004555
                    168,                 1.3765,                0.93505,                0.91095,                0.57201,                0.39104,                0.43153,                0.25939,                 1.2681,                0.85762,                0.89297,               0.004522,               0.004522,               0.004522
                    169,                 1.3658,                0.91581,                0.90618,                0.54232,                0.39397,                0.42628,                0.25578,                 1.2802,                0.86317,                0.89644,               0.004489,               0.004489,               0.004489
                    170,                 1.3674,                0.91911,                0.90809,                0.54585,                0.39462,                0.42785,                0.25891,                 1.2632,                0.85676,                0.89287,               0.004456,               0.004456,               0.004456
                    171,                 1.3534,                0.91439,                0.91225,                0.54347,                0.40002,                0.43147,                0.25849,                 1.2754,                0.85518,                0.89332,               0.004423,               0.004423,               0.004423
                    172,                 1.3496,                0.91079,                0.91085,                 0.5451,                0.39731,                0.42924,                0.25612,                 1.2896,                0.86193,                 0.8955,                0.00439,                0.00439,                0.00439
                    173,                 1.3558,                0.91834,                0.90807,                0.54355,                0.39728,                0.42211,                0.25168,                 1.2779,                0.87078,                0.89439,               0.004357,               0.004357,               0.004357
                    174,                 1.3466,                0.91887,                0.90667,                0.57022,                0.39739,                0.43389,                0.26146,                 1.2678,                0.86473,                0.89232,               0.004324,               0.004324,               0.004324
                    175,                 1.3687,                0.92827,                0.90407,                 0.5485,                0.39504,                0.42988,                0.25723,                   1.27,                0.86028,                0.89322,               0.004291,               0.004291,               0.004291
                    176,                  1.353,                0.91462,                0.90556,                0.59005,                0.40063,                 0.4422,                0.26799,                  1.257,                0.84779,                 0.8912,               0.004258,               0.004258,               0.004258
                    177,                 1.3411,                0.91994,                0.91454,                0.56746,                0.40284,                0.43951,                0.26575,                 1.2607,                0.84941,                0.89098,               0.004225,               0.004225,               0.004225
                    178,                 1.3546,                0.91076,                0.90631,                0.56061,                0.39031,                0.42782,                0.25437,                 1.2934,                0.86167,                0.89599,               0.004192,               0.004192,               0.004192
                    179,                 1.3633,                0.91404,                0.90734,                0.55343,                0.40198,                0.43624,                 0.2641,                 1.2619,                0.84861,                0.89022,               0.004159,               0.004159,               0.004159
                    180,                 1.3474,                0.90123,                0.90262,                0.58322,                0.40568,                0.44516,                0.26612,                 1.2778,                0.84299,                0.89256,               0.004126,               0.004126,               0.004126
                    181,                 1.3477,                0.90207,                 0.9043,                 0.5667,                0.40549,                0.43864,                0.26135,                 1.2807,                0.84091,                0.89262,               0.004093,               0.004093,               0.004093
                    182,                 1.3606,                0.91158,                0.90741,                0.56651,                0.39986,                0.43542,                0.26254,                 1.2693,                0.84506,                 0.8912,                0.00406,                0.00406,                0.00406
                    183,                 1.3884,                0.93673,                0.90932,                0.56914,                0.40865,                0.44771,                0.26872,                 1.2585,                 0.8398,                0.89039,               0.004027,               0.004027,               0.004027
                    184,                 1.3551,                0.90804,                0.90368,                0.56321,                0.40784,                0.44701,                0.27034,                 1.2483,                0.82813,                 0.8865,               0.003994,               0.003994,               0.003994
                    185,                  1.346,                0.89554,                0.90314,                0.57123,                0.39869,                 0.4386,                0.26042,                 1.2791,                 0.8498,                0.89173,               0.003961,               0.003961,               0.003961
                    186,                 1.3439,                0.89714,                0.90309,                0.57979,                0.40658,                 0.4485,                0.26998,                 1.2467,                0.83018,                0.88905,               0.003928,               0.003928,               0.003928
                    187,                  1.355,                0.90475,                0.90701,                0.59891,                0.40275,                0.44869,                0.27107,                 1.2467,                0.82796,                0.88872,               0.003895,               0.003895,               0.003895
                    188,                  1.351,                0.90952,                 0.9096,                0.57163,                 0.4044,                0.44724,                0.26833,                 1.2571,                0.83505,                 0.8916,               0.003862,               0.003862,               0.003862
                    189,                 1.3506,                0.89966,                0.90196,                0.56822,                 0.4068,                0.44549,                0.26702,                 1.2615,                0.82881,                0.88871,               0.003829,               0.003829,               0.003829
                    190,                 1.3547,                0.90794,                0.90855,                0.57453,                0.40293,                0.44456,                0.26801,                 1.2641,                0.83761,                 0.8905,               0.003796,               0.003796,               0.003796
                    191,                 1.3341,                0.88707,                0.90619,                0.57213,                0.40471,                0.44885,                0.26948,                 1.2578,                0.82913,                0.88859,               0.003763,               0.003763,               0.003763
                    192,                 1.3432,                0.89321,                0.90057,                0.57595,                 0.4072,                0.44577,                0.26962,                 1.2432,                0.82922,                0.88515,                0.00373,                0.00373,                0.00373
                    193,                 1.3455,                0.89969,                0.90566,                0.57947,                0.41438,                0.45443,                0.27746,                 1.2388,                0.82371,                0.88544,               0.003697,               0.003697,               0.003697
                    194,                 1.3504,                0.90018,                0.90123,                0.57455,                0.41319,                0.45672,                 0.2769,                 1.2418,                0.82068,                0.88592,               0.003664,               0.003664,               0.003664
                    195,                 1.3384,                 0.8928,                0.90111,                0.57883,                0.40604,                0.45148,                0.27317,                 1.2443,                0.82985,                0.88679,               0.003631,               0.003631,               0.003631
                    196,                 1.3339,                0.88238,                 0.9011,                0.57081,                0.41465,                 0.4502,                0.27338,                 1.2505,                0.82078,                0.88673,               0.003598,               0.003598,               0.003598
                    197,                 1.3334,                0.89046,                0.90202,                0.58104,                0.41726,                0.45784,                0.27495,                 1.2446,                0.82259,                0.88472,               0.003565,               0.003565,               0.003565
                    198,                 1.3398,                0.88929,                0.90106,                0.57346,                0.41451,                0.45237,                0.27276,                 1.2474,                0.82573,                0.88691,               0.003532,               0.003532,               0.003532
                    199,                 1.3313,                0.88474,                0.90296,                0.57726,                0.40895,                0.45451,                 0.2744,                 1.2428,                 0.8209,                 0.8869,               0.003499,               0.003499,               0.003499
                    200,                 1.3432,                  0.896,                0.90371,                0.58646,                 0.4206,                0.46039,                0.27842,                 1.2508,                0.81702,                0.88615,               0.003466,               0.003466,               0.003466
                    201,                 1.3295,                0.88327,                0.90033,                0.58231,                0.41937,                0.46112,                0.27833,                 1.2446,                0.81075,                  0.887,               0.003433,               0.003433,               0.003433
                    202,                 1.3241,                0.88048,                0.90124,                0.58379,                0.41691,                0.46136,                 0.2802,                 1.2367,                0.81568,                0.88514,                 0.0034,                 0.0034,                 0.0034
                    203,                 1.3198,                0.88535,                0.90542,                0.59458,                0.41284,                0.45802,                0.27562,                 1.2518,                 0.8285,                  0.887,               0.003367,               0.003367,               0.003367
                    204,                 1.3207,                0.87147,                0.90341,                0.57808,                0.40995,                0.45197,                0.27253,                 1.2445,                0.81893,                0.88572,               0.003334,               0.003334,               0.003334
                    205,                 1.3237,                0.87657,                0.90147,                0.60499,                0.41959,                0.46695,                0.28298,                 1.2359,                0.80646,                0.88371,               0.003301,               0.003301,               0.003301
                    206,                 1.3333,                0.87977,                0.89683,                0.57793,                0.42966,                0.46957,                0.28495,                 1.2278,                0.79593,                0.88244,               0.003268,               0.003268,               0.003268
                    207,                 1.3343,                 0.8831,                0.89911,                0.58174,                0.42505,                0.46601,                0.28343,                 1.2289,                0.81022,                0.88227,               0.003235,               0.003235,               0.003235
                    208,                 1.3338,                 0.8672,                0.89726,                 0.5701,                  0.416,                0.45937,                0.27713,                 1.2447,                0.80659,                0.88449,               0.003202,               0.003202,               0.003202
                    209,                 1.2916,                0.85967,                0.89867,                0.58076,                 0.4164,                0.46366,                 0.2816,                 1.2251,                0.79972,                0.88104,               0.003169,               0.003169,               0.003169
                    210,                 1.3239,                0.86957,                0.90293,                0.59115,                0.41932,                0.46377,                0.28004,                 1.2335,                0.79615,                0.88151,               0.003136,               0.003136,               0.003136
                    211,                 1.3234,                0.87865,                0.89735,                0.59596,                 0.4232,                0.46908,                0.28426,                 1.2336,                0.80971,                0.88153,               0.003103,               0.003103,               0.003103
                    212,                 1.3116,                0.86059,                0.89532,                0.61373,                0.41253,                0.46863,                0.28384,                  1.229,                0.79651,                 0.8824,                0.00307,                0.00307,                0.00307
                    213,                 1.3118,                0.87224,                0.90017,                0.58776,                0.41096,                0.45435,                0.27574,                 1.2388,                0.81396,                0.88338,               0.003037,               0.003037,               0.003037
                    214,                 1.3233,                0.87488,                0.90164,                0.63427,                 0.4167,                0.47367,                0.29007,                 1.2152,                0.79778,                0.88237,               0.003004,               0.003004,               0.003004
                    215,                 1.3048,                0.85876,                0.89452,                0.60802,                0.42194,                0.47224,                0.28783,                 1.2231,                 0.7964,                0.88153,               0.002971,               0.002971,               0.002971
                    216,                 1.2974,                0.85619,                0.89772,                0.61699,                0.42212,                0.47066,                0.28522,                 1.2282,                0.79214,                0.88087,               0.002938,               0.002938,               0.002938
                    217,                 1.3328,                0.86802,                0.89934,                0.59044,                0.43136,                0.47454,                0.28938,                 1.2172,                0.79011,                0.87907,               0.002905,               0.002905,               0.002905
                    218,                 1.3271,                0.86849,                0.89627,                0.61176,                0.42058,                0.47173,                0.28691,                 1.2317,                0.79689,                0.88101,               0.002872,               0.002872,               0.002872
                    219,                 1.3181,                0.85999,                 0.8939,                0.57893,                0.42003,                0.46672,                0.28302,                 1.2338,                0.80686,                0.88249,               0.002839,               0.002839,               0.002839
                    220,                 1.3041,                0.85123,                0.89508,                0.61695,                0.42666,                 0.4734,                0.28842,                 1.2182,                0.79385,                0.87836,               0.002806,               0.002806,               0.002806
                    221,                 1.3126,                0.86124,                0.89971,                0.61113,                0.42733,                0.47781,                0.29186,                 1.2186,                 0.7826,                0.87921,               0.002773,               0.002773,               0.002773
                    222,                 1.3202,                0.85418,                0.89587,                0.60271,                0.43264,                0.47739,                0.29224,                   1.21,                0.79479,                0.87827,                0.00274,                0.00274,                0.00274
                    223,                 1.3218,                0.85931,                0.90065,                 0.5925,                0.42611,                0.47603,                 0.2903,                 1.2188,                0.78906,                 0.8787,               0.002707,               0.002707,               0.002707
                    224,                 1.3159,                0.86024,                0.89971,                0.62449,                0.43351,                0.48779,                0.29844,                 1.2067,                0.77428,                 0.8768,               0.002674,               0.002674,               0.002674
                    225,                 1.3074,                0.84598,                0.89447,                0.61349,                0.44279,                0.48849,                0.29906,                 1.2011,                 0.7718,                0.87752,               0.002641,               0.002641,               0.002641
                    226,                 1.3016,                0.84069,                0.89499,                  0.608,                0.43918,                0.48563,                0.29682,                 1.2007,                0.77261,                0.87598,               0.002608,               0.002608,               0.002608
                    227,                 1.2972,                0.84642,                0.89372,                0.61267,                0.42907,                0.48302,                0.29558,                 1.2081,                0.77169,                0.87672,               0.002575,               0.002575,               0.002575
                    228,                 1.2878,                0.84122,                0.89267,                0.60831,                0.43742,                0.48639,                0.29705,                 1.2134,                0.77137,                0.87733,               0.002542,               0.002542,               0.002542
                    229,                 1.3323,                 0.8618,                0.89568,                0.62065,                0.43123,                0.48604,                0.29656,                 1.2083,                0.77391,                0.87656,               0.002509,               0.002509,               0.002509
                    230,                 1.3044,                0.84747,                0.89494,                0.61115,                0.43528,                0.48543,                0.29412,                  1.217,                0.77626,                0.87773,               0.002476,               0.002476,               0.002476
                    231,                 1.3032,                0.83651,                0.89324,                0.62442,                0.42642,                0.48133,                0.29525,                 1.2053,                0.77111,                0.87622,               0.002443,               0.002443,               0.002443
                    232,                 1.3076,                0.83622,                0.88901,                0.61807,                0.44205,                0.49317,                 0.3014,                 1.1966,                0.76508,                0.87432,                0.00241,                0.00241,                0.00241
                    233,                 1.3037,                0.84335,                0.89594,                0.62194,                0.43909,                0.49142,                 0.3009,                 1.1934,                0.76164,                0.87418,               0.002377,               0.002377,               0.002377
                    234,                 1.3154,                0.84318,                0.89486,                 0.6218,                0.43964,                0.49209,                0.30045,                 1.2114,                0.76818,                0.87683,               0.002344,               0.002344,               0.002344
                    235,                 1.3049,                0.83922,                0.89522,                0.61588,                0.43504,                0.48959,                0.29789,                 1.2126,                0.76814,                0.87787,               0.002311,               0.002311,               0.002311
                    236,                 1.2933,                0.83303,                0.89105,                0.62647,                 0.4347,                0.49108,                0.29862,                 1.2118,                0.77083,                0.87665,               0.002278,               0.002278,               0.002278
                    237,                 1.2979,                0.82901,                0.89535,                0.62955,                0.43954,                0.49537,                 0.3027,                 1.2002,                0.76274,                0.87539,               0.002245,               0.002245,               0.002245
                    238,                  1.297,                0.83824,                0.89235,                 0.6007,                0.43588,                0.48602,                0.29647,                 1.2087,                0.77255,                0.87519,               0.002212,               0.002212,               0.002212
                    239,                 1.3047,                0.83797,                0.89272,                0.62607,                0.43316,                0.48931,                 0.2996,                  1.196,                0.76339,                0.87435,               0.002179,               0.002179,               0.002179
                    240,                 1.2837,                0.83246,                0.89251,                0.61476,                0.44395,                0.49251,                 0.3022,                 1.1997,                0.76512,                0.87475,               0.002146,               0.002146,               0.002146
                    241,                 1.2942,                0.83656,                 0.8933,                 0.6139,                0.43602,                0.48732,                0.29959,                 1.2022,                0.76555,                0.87505,               0.002113,               0.002113,               0.002113
                    242,                 1.2779,                0.81989,                0.89573,                0.62261,                0.44097,                0.49573,                0.30455,                 1.1939,                0.75963,                0.87431,                0.00208,                0.00208,                0.00208
                    243,                 1.3062,                0.83906,                0.88818,                0.62621,                0.44772,                0.49925,                0.30671,                  1.189,                0.75886,                0.87361,               0.002047,               0.002047,               0.002047
                    244,                 1.2646,                0.82151,                0.89201,                0.61847,                0.44849,                0.49847,                0.30446,                 1.2004,                0.75886,                0.87402,               0.002014,               0.002014,               0.002014
                    245,                 1.3005,                 0.8351,                0.89016,                0.62367,                0.44544,                0.49566,                0.30255,                 1.1995,                0.76087,                0.87428,               0.001981,               0.001981,               0.001981
                    246,                 1.2662,                0.81796,                0.88727,                0.62069,                0.44106,                0.49415,                0.30157,                 1.2081,                0.76477,                0.87547,               0.001948,               0.001948,               0.001948
                    247,                 1.2957,                0.84053,                0.89688,                0.62013,                0.44168,                0.49545,                0.30394,                 1.1979,                0.76386,                0.87377,               0.001915,               0.001915,               0.001915
                    248,                 1.2911,                0.83026,                0.88835,                0.62832,                0.43584,                0.49094,                0.30155,                 1.1909,                 0.7576,                0.87259,               0.001882,               0.001882,               0.001882
                    249,                    1.3,                0.83351,                0.89199,                0.61501,                0.44974,                0.49799,                0.30787,                  1.183,                0.75263,                0.87173,               0.001849,               0.001849,               0.001849
                    250,                 1.2789,                0.81938,                0.89044,                0.62366,                0.45116,                 0.5031,                0.30944,                 1.1863,                0.75226,                0.87254,               0.001816,               0.001816,               0.001816
                    251,                 1.2551,                0.79805,                0.88858,                0.62872,                0.45022,                0.50083,                0.30696,                  1.202,                0.75607,                0.87396,               0.001783,               0.001783,               0.001783
                    252,                   1.29,                0.83339,                0.89765,                0.63097,                0.44609,                0.49943,                 0.3057,                 1.1952,                 0.7595,                0.87367,                0.00175,                0.00175,                0.00175
                    253,                 1.2699,                0.82325,                0.88758,                0.65106,                0.44118,                0.50347,                0.30807,                 1.1874,                0.75075,                0.87221,               0.001717,               0.001717,               0.001717
                    254,                 1.2869,                0.82198,                0.88726,                0.63928,                0.45038,                0.50315,                0.30851,                 1.1916,                0.74731,                0.87249,               0.001684,               0.001684,               0.001684
                    255,                 1.2693,                0.81465,                0.88663,                0.63627,                 0.4526,                0.51022,                0.31467,                 1.1747,                0.74225,                0.87061,               0.001651,               0.001651,               0.001651
                    256,                 1.2824,                0.81839,                0.89083,                0.63026,                0.45288,                0.50577,                0.31049,                 1.1805,                0.74518,                0.87106,               0.001618,               0.001618,               0.001618
                    257,                 1.2804,                 0.8178,                0.89177,                0.63528,                0.44912,                0.50238,                0.30997,                 1.1809,                0.74689,                0.87106,               0.001585,               0.001585,               0.001585
                    258,                 1.2559,                0.80439,                0.89067,                0.62265,                 0.4492,                0.50247,                0.31089,                 1.1809,                0.74982,                0.87106,               0.001552,               0.001552,               0.001552
                    259,                 1.2746,                0.81387,                0.89116,                0.62816,                0.45004,                0.50796,                0.31436,                 1.1729,                 0.7435,                 0.8696,               0.001519,               0.001519,               0.001519
                    260,                  1.281,                0.82041,                 0.8856,                0.64382,                0.45001,                0.50775,                0.31218,                 1.1855,                0.74732,                0.87001,               0.001486,               0.001486,               0.001486
                    261,                 1.2574,                0.80343,                0.88741,                0.63365,                 0.4565,                 0.5123,                0.31689,                 1.1709,                0.73789,                0.86908,               0.001453,               0.001453,               0.001453
                    262,                 1.2666,                 0.8102,                0.88857,                0.63572,                0.45489,                0.50828,                0.31422,                 1.1714,                0.74259,                0.86939,                0.00142,                0.00142,                0.00142
                    263,                 1.2579,                0.80245,                0.88487,                0.63617,                0.45536,                0.50745,                0.31242,                 1.1788,                0.73921,                0.87022,               0.001387,               0.001387,               0.001387
                    264,                 1.2501,                0.80641,                0.88538,                0.63964,                 0.4502,                0.50887,                0.31478,                 1.1767,                0.74211,                0.86995,               0.001354,               0.001354,               0.001354
                    265,                 1.2687,                 0.8087,                0.88922,                0.64142,                0.45171,                0.50938,                0.31458,                 1.1764,                0.73661,                0.86937,               0.001321,               0.001321,               0.001321
                    266,                 1.2602,                0.80331,                0.88736,                0.63649,                0.44858,                0.50491,                0.30895,                   1.19,                 0.7417,                0.87029,               0.001288,               0.001288,               0.001288
                    267,                 1.2762,                0.80947,                0.88665,                0.63689,                0.45474,                0.51158,                0.31522,                 1.1731,                 0.7391,                0.86846,               0.001255,               0.001255,               0.001255
                    268,                 1.2569,                0.80379,                0.88918,                0.64686,                0.45324,                0.51431,                0.31723,                 1.1682,                0.73469,                0.86766,               0.001222,               0.001222,               0.001222
                    269,                  1.255,                0.79818,                0.88457,                0.64263,                0.45693,                0.51181,                0.31718,                  1.167,                0.73506,                0.86789,               0.001189,               0.001189,               0.001189
                    270,                 1.2697,                0.81109,                0.89018,                0.64352,                0.45252,                0.51037,                0.31674,                 1.1672,                0.73178,                0.86818,               0.001156,               0.001156,               0.001156
                    271,                 1.2633,                0.80415,                0.88506,                0.63624,                 0.4603,                0.51165,                0.31764,                 1.1682,                0.73498,                0.86806,               0.001123,               0.001123,               0.001123
                    272,                 1.2577,                0.79875,                0.88427,                0.63372,                0.45376,                0.51089,                0.31597,                 1.1713,                0.73874,                0.86855,                0.00109,                0.00109,                0.00109
                    273,                 1.2772,                0.80449,                0.88485,                0.63452,                0.45877,                0.51181,                0.31485,                 1.1773,                0.73645,                 0.8691,               0.001057,               0.001057,               0.001057
                    274,                 1.2568,                 0.7981,                 0.8841,                0.63034,                0.46218,                0.51429,                0.31713,                  1.172,                0.73416,                0.86897,               0.001024,               0.001024,               0.001024
                    275,                 1.2516,                0.79826,                0.88585,                0.65304,                0.45927,                0.52127,                0.32281,                  1.164,                0.72275,                0.86729,               0.000991,               0.000991,               0.000991
                    276,                 1.2444,                0.79196,                0.88754,                0.65255,                0.45752,                0.52123,                0.32312,                  1.161,                0.72317,                0.86728,               0.000958,               0.000958,               0.000958
                    277,                 1.2547,                0.80426,                0.88181,                0.64673,                0.45654,                0.51749,                0.32066,                 1.1623,                 0.7243,                0.86718,               0.000925,               0.000925,               0.000925
                    278,                 1.2573,                0.79732,                0.88446,                0.66048,                 0.4499,                0.51696,                0.31947,                 1.1635,                 0.7285,                0.86695,               0.000892,               0.000892,               0.000892
                    279,                 1.2579,                0.79822,                0.88529,                0.65581,                0.45453,                0.51625,                0.31765,                 1.1749,                0.72738,                0.86804,               0.000859,               0.000859,               0.000859
                    280,                 1.2591,                0.79116,                0.88324,                0.65562,                 0.4544,                0.51799,                0.31984,                 1.1734,                0.72797,                0.86768,               0.000826,               0.000826,               0.000826
                    281,                 1.2448,                0.78579,                0.88417,                0.64994,                0.45983,                 0.5206,                0.32264,                 1.1605,                0.72416,                0.86553,               0.000793,               0.000793,               0.000793
                    282,                 1.2598,                0.79454,                0.88719,                0.65876,                0.45819,                0.52201,                0.32263,                 1.1589,                0.72072,                0.86496,                0.00076,                0.00076,                0.00076
                    283,                 1.2504,                0.78991,                0.88203,                0.63667,                0.46333,                0.52161,                0.32271,                 1.1617,                0.72495,                0.86584,               0.000727,               0.000727,               0.000727
                    284,                 1.2777,                0.80644,                0.88694,                0.64907,                0.45974,                  0.521,                0.32378,                 1.1567,                0.72177,                0.86519,               0.000694,               0.000694,               0.000694
                    285,                  1.256,                0.79269,                0.88485,                0.65418,                0.45575,                0.52007,                0.32141,                 1.1641,                0.72171,                0.86626,               0.000661,               0.000661,               0.000661
                    286,                 1.2374,                0.78933,                0.88448,                0.65811,                0.45441,                0.52015,                0.32295,                 1.1624,                0.72018,                0.86557,               0.000628,               0.000628,               0.000628
                    287,                 1.2651,                0.79752,                0.88339,                0.66321,                0.45567,                0.52224,                0.32551,                 1.1539,                0.71601,                0.86488,               0.000595,               0.000595,               0.000595
                    288,                 1.2436,                0.78561,                0.87999,                0.66676,                  0.453,                0.52286,                0.32521,                 1.1514,                0.71471,                0.86454,               0.000562,               0.000562,               0.000562
                    289,                 1.2436,                0.78667,                0.88192,                0.64663,                0.46235,                0.52385,                0.32561,                  1.154,                0.71648,                0.86461,               0.000529,               0.000529,               0.000529
                    290,                 1.2538,                0.79418,                0.88593,                0.65867,                0.46062,                0.52362,                0.32521,                 1.1538,                0.71702,                0.86508,               0.000496,               0.000496,               0.000496
                    291,                 1.2616,                0.82105,                 0.8912,                0.62346,                0.44498,                0.50043,                0.30592,                 1.2026,                0.75436,                0.87357,               0.000463,               0.000463,               0.000463
                    292,                 1.2361,                0.79039,                 0.8867,                0.63323,                 0.4454,                0.50047,                0.30817,                 1.1897,                0.75419,                0.87144,                0.00043,                0.00043,                0.00043
                    293,                 1.2366,                 0.7927,                0.88682,                0.62013,                 0.4436,                0.49815,                0.30471,                 1.2005,                0.75692,                0.87291,               0.000397,               0.000397,               0.000397
                    294,                 1.2186,                0.77138,                0.88032,                0.63663,                0.44521,                0.50256,                0.30896,                 1.1841,                0.75346,                0.87062,               0.000364,               0.000364,               0.000364
                    295,                 1.2168,                0.76678,                 0.8786,                0.65829,                0.45112,                0.51003,                0.31401,                 1.1755,                0.73897,                0.86901,               0.000331,               0.000331,               0.000331
                    296,                 1.2041,                0.75737,                0.88014,                0.64448,                0.45407,                0.51204,                0.31685,                 1.1702,                0.73198,                0.86815,               0.000298,               0.000298,               0.000298
                    297,                 1.2028,                0.75497,                0.88069,                0.64979,                0.45147,                 0.5125,                0.31629,                 1.1737,                0.73279,                0.86875,               0.000265,               0.000265,               0.000265
                    298,                 1.2009,                0.74659,                0.87601,                 0.6569,                0.45283,                0.51582,                0.31887,                 1.1688,                0.73003,                0.86779,               0.000232,               0.000232,               0.000232
                    299,                 1.1963,                0.74819,                0.87678,                0.65963,                0.45184,                0.51712,                0.31942,                 1.1687,                0.72834,                0.86774,               0.000199,               0.000199,               0.000199
                    300,                 1.1943,                0.74406,                0.88149,                0.65953,                0.45473,                0.51932,                0.32112,                 1.1642,                0.72561,                0.86726,               0.000166,               0.000166,               0.000166
